bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
717	NM_019437	chr19	+	17394042	17401349	17394310	17399603	4	17394042,17395197,17398577,17399472,	17394392,17395349,17398680,17401349,	0	Rfk	cmpl	cmpl	0,1,0,1,
665	NM_001302218	chr19	-	10573676	10577086	10573966	10575367	4	10573676,10574836,10575239,10576968,	10573972,10575008,10575511,10577086,	0	Tmem138	cmpl	cmpl	0,2,0,-1,
640	NM_007750	chr19	-	7215157	7217616	7215388	7217512	2	7215157,7217398,	7215484,7217616,	0	Cox8a	cmpl	cmpl	0,0,
619	NM_027237	chr19	-	4496787	4498583	4497515	4498519	2	4496787,4498243,	4497614,4498583,	0	2010003K11Rik	cmpl	cmpl	0,0,
625	NM_027236	chr19	+	5366812	5371511	5368189	5370085	6	5366812,5368057,5368421,5368616,5368894,5369925,	5367210,5368276,5368530,5368725,5368942,5371511,	0	Eif1ad	cmpl	cmpl	-1,0,0,1,2,2,
105	NM_027340	chr19	+	34067357	34084918	34068628	34084849	10	34067357,34068626,34069413,34071667,34073516,34076904,34078933,34080705,34081286,34084615,	34067585,34068742,34069531,34071866,34073626,34077041,34079080,34080777,34081358,34084918,	0	Lipn	cmpl	cmpl	-1,0,0,1,2,1,0,0,0,0,
870	NR_131008	chr19	+	37465253	37471827	37471827	37471827	2	37465253,37471250,	37465475,37471827,	0	1700122C19Rik	unk	unk	-1,-1,
639	NM_201411	chr19	-	7092010	7105729	7095155	7097180	2	7092010,7105086,	7097229,7105729,	0	Flrt1	cmpl	cmpl	0,-1,
637	NM_012021	chr19	-	6906696	6910106	6906845	6909617	6	6906696,6907065,6907241,6907541,6907981,6909458,	6906951,6907127,6907280,6907673,6908116,6910106,	0	Prdx5	cmpl	cmpl	2,0,0,0,0,0,
12	NM_011160	chr19	-	30564486	31664370	30569237	31664281	18	30564486,30571611,30578609,30578757,30585138,30586265,30592847,30594941,30624681,30696882,30724159,30781294,30786893,30894631,30993056,31302285,31585566,31663970,	30569336,30571678,30578672,30578880,30585302,30586407,30592937,30595081,30624778,30696957,30724225,30781389,30786971,30894695,30993162,31302399,31585733,31664370,	0	Prkg1	cmpl	cmpl	0,2,2,2,0,2,2,0,2,2,2,0,0,2,1,1,2,0,
126	NM_001331137	chr19	+	55741809	55933655	55742341	55926726	15	55741809,55742775,55743072,55817763,55908422,55910578,55912558,55917353,55918884,55919510,55923895,55924529,55925976,55926683,55931433,	55742530,55742842,55743197,55817865,55908555,55910681,55912645,55917479,55919044,55919618,55923944,55924580,55926049,55926756,55933655,	0	Tcf7l2	cmpl	cmpl	0,0,1,0,0,1,2,2,2,0,0,1,1,2,-1,
126	NM_001331136	chr19	+	55741809	55933655	55742341	55927736	15	55741809,55742775,55743072,55817763,55908422,55910578,55912558,55917338,55918884,55919510,55923895,55924529,55925976,55927729,55931433,	55742530,55742842,55743197,55817865,55908555,55910681,55912645,55917479,55919044,55919618,55923944,55924580,55926049,55927754,55933655,	0	Tcf7l2	cmpl	cmpl	0,0,1,0,0,1,2,2,2,0,0,1,1,2,-1,
808	NM_001048177	chr19	+	29251802	29313092	29262207	29311848	24	29251802,29262182,29271350,29275001,29276749,29282316,29283541,29284836,29286300,29287900,29288673,29291166,29294855,29295641,29296509,29298292,29298587,29299478,29300908,29301611,29301898,29309594,29310927,29311740,	29252118,29262433,29271474,29275119,29276895,29282638,29283661,29284994,29286412,29288087,29288801,29291301,29294943,29295769,29296648,29298444,29298738,29299615,29301098,29301736,29302071,29309712,29311041,29313092,	0	Jak2	cmpl	cmpl	-1,0,1,2,0,2,0,0,2,0,1,0,0,1,0,1,0,1,0,1,0,2,0,0,
947	NR_045322	chr19	+	47512981	47516578	47516578	47516578	3	47512981,47513262,47514132,	47513007,47513555,47516578,	0	Gm19557	unk	unk	-1,-1,-1,
674	NM_001033283	chr19	+	11697054	11711858	11697098	11711683	6	11697054,11699351,11700913,11703875,11705376,11711614,	11697171,11699530,11701011,11703932,11705488,11711858,	0	Oosp3	cmpl	cmpl	0,1,0,2,2,0,
1006	NM_001081076	chr19	-	55198098	55241252	55198683	55241236	21	55198098,55199463,55202094,55203010,55206151,55207862,55210211,55215044,55217262,55222326,55222873,55223686,55225960,55227342,55228122,55229707,55231017,55233038,55235547,55237749,55240852,	55198788,55199555,55202193,55203185,55206344,55208003,55210389,55215200,55217431,55222398,55222978,55223770,55226098,55227518,55228235,55229843,55231159,55233224,55235657,55238098,55241252,	0	Gucy2g	cmpl	cmpl	0,1,1,0,2,2,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,
633	NM_001168488	chr19	+	6334978	6340894	6335068	6340172	10	6334978,6335444,6336724,6337152,6337478,6337600,6338282,6338825,6339338,6339686,	6335070,6335905,6336933,6337281,6337519,6337688,6338419,6338961,6339503,6340894,	0	Men1	cmpl	cmpl	0,2,1,0,0,2,0,2,0,0,
106	NM_001114339	chr19	-	34806935	34879455	34812327	34879076	7	34806935,34813691,34821099,34821712,34827119,34840756,34878523,	34812387,34813817,34821223,34821889,34827373,34841109,34879455,	0	Pank1	cmpl	cmpl	0,0,2,2,0,1,0,
610	NM_001039657	chr19	+	3388856	3407823	3388949	3407110	9	3388856,3392102,3393924,3395919,3396962,3402485,3404048,3404932,3406917,	3389333,3392261,3394045,3395993,3397054,3402576,3404186,3405108,3407823,	0	Tesmin	cmpl	cmpl	0,0,0,1,0,2,0,0,2,
662	NM_001163431	chr19	+	10206032	10207824	10206435	10207290	4	10206032,10206423,10207163,10207716,	10206124,10206533,10207300,10207824,	0	Tmem258	cmpl	cmpl	-1,0,2,-1,
828	NM_001081074	chr19	+	31868812	31952365	31893099	31947510	12	31868812,31893054,31908791,31911105,31917883,31920821,31927107,31932424,31934627,31944963,31945785,31947358,	31868859,31893198,31908926,31911236,31918122,31920986,31927205,31932698,31934833,31945100,31945937,31952365,	0	A1cf	cmpl	cmpl	-1,0,0,0,2,1,1,0,1,0,2,1,
793	NM_183179	chr19	+	27322618	27337179	27322750	27333923	2	27322618,27333641,	27324157,27337179,	0	Kcnv2	cmpl	cmpl	0,0,
626	NM_021474	chr19	+	5474689	5481854	5475067	5481722	11	5474689,5475060,5475407,5476065,5477561,5477926,5478200,5480029,5480233,5480545,5481560,	5474774,5475178,5475456,5476272,5477684,5478043,5478320,5480149,5480360,5480741,5481854,	0	Efemp2	cmpl	cmpl	-1,0,0,1,1,1,1,1,1,2,0,
883	NM_028191	chr19	+	39061005	39093948	39061029	39093504	9	39061005,39069090,39069457,39072178,39073213,39082193,39087566,39090627,39093322,	39061197,39069253,39069607,39072339,39073390,39082335,39087754,39090769,39093948,	0	Cyp2c65	cmpl	cmpl	0,0,1,1,0,0,1,0,1,
1	NM_021377	chr19	-	50147660	50678646	50151215	50678468	26	50147660,50153053,50168518,50175049,50176058,50181401,50182652,50190020,50210648,50222122,50225098,50226741,50228199,50230210,50232270,50232614,50241947,50252533,50259753,50262248,50288088,50312965,50333458,50378896,50475384,50677910,	50151351,50153159,50168618,50175181,50176171,50181525,50182786,50190207,50210820,50222236,50225229,50226859,50228307,50230302,50232347,50232717,50242094,50252713,50259843,50262367,50288153,50313039,50333617,50378996,50475452,50678646,	0	Sorcs1	cmpl	cmpl	2,1,0,0,1,0,1,0,2,2,0,2,2,0,1,0,0,0,0,1,2,0,0,2,0,0,
126	NM_001142922	chr19	+	55741809	55933655	55742341	55931857	14	55741809,55742775,55743072,55817763,55908422,55910578,55912558,55917353,55918884,55919510,55923895,55924529,55925976,55931433,	55742530,55742842,55743197,55817865,55908555,55910681,55912645,55917479,55919044,55919618,55923944,55924580,55926049,55933655,	0	Tcf7l2	cmpl	cmpl	0,0,1,0,0,1,2,2,2,0,0,1,1,2,
623	NM_009920	chr19	-	5092867	5098521	5093469	5098263	6	5092867,5093671,5093919,5094283,5094731,5098182,	5093497,5093815,5094032,5094331,5094800,5098521,	0	Cnih2	cmpl	cmpl	2,2,0,0,0,0,
124	NM_001170847	chr19	+	53677305	53867080	53677407	53864190	14	53677305,53813247,53815515,53817145,53817922,53832645,53834647,53840978,53843222,53850101,53851176,53853503,53859391,53864079,	53677592,53814340,53815577,53817237,53818020,53832789,53834779,53841058,53843844,53850188,53851816,53853635,53859513,53867080,	0	Rbm20	cmpl	cmpl	0,2,0,2,1,0,0,0,2,0,0,1,1,0,
906	NM_177319	chr19	+	42170566	42194592	42171546	42190447	13	42170566,42171545,42177388,42179288,42181501,42182658,42183427,42184117,42185619,42185804,42189196,42189521,42190382,	42170785,42171743,42177459,42179490,42181597,42182771,42183564,42184189,42185640,42185949,42189243,42189603,42194592,	0	Zfyve27	cmpl	cmpl	-1,0,2,1,2,2,1,0,0,0,1,0,1,
1022	NR_040316	chr19	-	57323196	57360899	57360899	57360899	3	57323196,57324595,57360013,	57324062,57324797,57360899,	0	B230217O12Rik	unk	unk	-1,-1,-1,
666	NM_027913	chr19	+	10634232	10666213	10634473	10664701	20	10634232,10637143,10637316,10638051,10641625,10644146,10644993,10646533,10647031,10648425,10650560,10653049,10654233,10655351,10656609,10657999,10659420,10659587,10659979,10664090,	10634583,10637238,10637406,10638180,10641742,10644263,10645122,10646952,10647125,10648508,10650648,10653135,10654351,10655437,10656706,10658082,10659511,10659670,10660043,10666213,	0	Vwce	cmpl	cmpl	0,2,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,
950	NM_026619	chr19	+	47865793	47886305	47871769	47886189	9	47865793,47869685,47870208,47871653,47872015,47874829,47876395,47884655,47886017,	47865929,47869760,47870323,47871803,47872124,47875052,47876497,47884762,47886305,	0	Gsto2	cmpl	cmpl	-1,-1,-1,0,1,2,0,0,2,
1051	NM_001177513	chr19	-	61174685	61176309	61175458	61175995	1	61174685,	61176309,	0	Gm7102	cmpl	cmpl	0,
928	NM_001348259	chr19	+	45009116	45012764	45009227	45011904	4	45009116,45010131,45010417,45011583,	45009520,45010239,45010559,45012764,	0	Twnk	cmpl	cmpl	0,2,2,0,
101	NM_001081213	chr19	-	29609875	29648415	29612514	29648355	15	29609875,29612768,29615722,29616516,29617817,29623068,29623640,29626846,29628603,29631342,29632390,29637290,29639856,29645966,29648035,	29612679,29612932,29615838,29616719,29617970,29623259,29623815,29627067,29628816,29631435,29632537,29637396,29639984,29646268,29648415,	0	Ermp1	cmpl	cmpl	0,1,2,0,0,1,0,1,1,1,1,0,1,2,0,
631	NM_019722	chr19	-	6134388	6141137	6134666	6141101	5	6134388,6135978,6137477,6137729,6141036,	6134801,6136059,6137640,6137840,6141137,	0	Arl2	cmpl	cmpl	0,0,2,2,0,
940	NM_019718	chr19	-	46531108	46573182	46531338	46573042	6	46531108,46542351,46543481,46551572,46558237,46573039,	46531386,46542537,46543532,46551689,46558381,46573182,	0	Arl3	cmpl	cmpl	0,0,0,0,0,0,
628	NM_001114597	chr19	-	5707373	5726317	5708325	5726020	19	5707373,5708555,5708757,5710210,5710573,5710792,5710968,5715795,5716895,5717038,5717661,5720563,5720808,5721441,5721666,5721956,5722645,5722949,5725916,	5708425,5708670,5708831,5710310,5710697,5710848,5711038,5716494,5716944,5717196,5720407,5720726,5720877,5721584,5721845,5722010,5722741,5723007,5726317,	0	Ehbp1l1	cmpl	cmpl	2,1,2,1,0,1,0,0,2,0,2,1,1,2,0,0,0,2,0,
661	NM_001347429	chr19	+	10001668	10035587	10026725	10034539	13	10001668,10013879,10014881,10015230,10026529,10027383,10027559,10028284,10030149,10030368,10032352,10033743,10034456,	10002217,10013951,10015043,10015285,10026785,10027479,10027637,10028503,10030278,10030481,10032452,10033810,10035587,	0	Rab3il1	cmpl	cmpl	-1,-1,-1,-1,0,0,0,0,0,0,2,0,1,
625	NM_001286608	chr19	-	5364632	5366876	5365011	5365940	3	5364632,5365817,5366433,	5365158,5365956,5366876,	0	Banf1	cmpl	cmpl	0,0,-1,
76	NM_009212	chr19	-	3259075	3283010	3261431	3282786	15	3259075,3261974,3264810,3266335,3267241,3268297,3268659,3271525,3272887,3274355,3276755,3279532,3279806,3281418,3282700,	3261635,3262144,3265665,3266459,3267336,3268416,3268842,3271700,3273035,3274556,3276919,3279630,3279996,3281588,3283010,	0	Ighmbp2	cmpl	cmpl	0,1,1,0,1,2,2,1,0,0,1,2,1,2,0,
107	NM_001347442	chr19	-	35958417	36057360	35960387	36057253	4	35958417,35964380,35969308,36056705,	35960399,35964477,35970064,36057360,	0	Htr7	cmpl	cmpl	0,2,2,0,
792	NM_001347441	chr19	+	27216483	27254231	27217614	27249140	18	27216483,27217542,27230195,27234789,27238052,27238509,27238723,27239621,27239844,27240465,27241234,27243064,27243757,27244198,27245534,27247009,27247856,27249104,	27216948,27217696,27230315,27234912,27238424,27238632,27238846,27239741,27239970,27240637,27241453,27243183,27243897,27244340,27245681,27247090,27248026,27254231,	0	Vldlr	cmpl	cmpl	-1,0,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1,0,
626	NR_027938	chr19	+	5406814	5422847	5422847	5422847	4	5406814,5415606,5417393,5422120,	5407083,5415812,5417466,5422847,	0	4930481A15Rik	unk	unk	-1,-1,-1,-1,
84	NM_011502	chr19	-	11775117	11819403	11777092	11818721	11	11775117,11777087,11782799,11785389,11785684,11786524,11788168,11789556,11790047,11803493,11818691,	11776588,11777170,11782910,11785524,11785758,11786633,11788236,11789631,11790093,11803577,11819403,	0	Stx3	cmpl	cmpl	-1,0,0,0,1,0,1,1,0,0,0,
668	NM_001253844	chr19	+	10898644	10909559	10898991	10905132	14	10898644,10898982,10899204,10899369,10900174,10900323,10900689,10900926,10902343,10902701,10902967,10903290,10903637,10905034,	10898759,10899124,10899278,10899432,10900216,10900398,10900765,10901036,10902499,10902771,10903053,10903461,10903743,10909559,	0	Prpf19	cmpl	cmpl	-1,0,1,0,0,0,0,1,0,0,1,0,0,1,
664	NM_173067	chr19	+	10389089	10453181	10389482	10448444	10	10389089,10413339,10417962,10421756,10435549,10439151,10442827,10443376,10443984,10448339,	10389513,10413443,10418042,10421888,10435685,10439422,10442997,10443491,10444184,10453181,	0	Syt7	cmpl	cmpl	0,1,0,2,2,0,1,0,1,0,
123	NM_010847	chr19	+	53329412	53373293	53329647	53371736	6	53329412,53331350,53346450,53369541,53370189,53371572,	53329720,53331483,53346480,53369656,53370361,53373293,	0	Mxi1	cmpl	cmpl	0,1,2,2,0,1,
615	NM_001362043	chr19	-	4057472	4059447	4057529	4058827	6	4057472,4057887,4058085,4058528,4058734,4059336,	4057718,4057995,4058189,4058616,4058841,4059447,	0	Gstp3	cmpl	cmpl	0,0,1,0,0,-1,
846	NM_001360720	chr19	+	34232624	34240333	34234038	34240073	7	34232624,34233960,34235209,34236275,34238775,34239502,34240016,	34232805,34234318,34235334,34236413,34238888,34239602,34240333,	0	Stambpl1	cmpl	cmpl	-1,0,1,0,0,2,0,
105	NM_001360718	chr19	+	34192933	34240333	34220236	34240073	11	34192933,34220186,34226541,34230092,34231430,34233960,34235209,34236275,34238775,34239502,34240016,	34193471,34220266,34226759,34230168,34231526,34234318,34235334,34236413,34238888,34239602,34240333,	0	Stambpl1	cmpl	cmpl	-1,0,0,2,0,0,1,0,0,2,0,
105	NM_001360717	chr19	+	34192933	34240333	34220236	34240073	12	34192933,34217223,34220186,34226541,34230092,34231430,34233960,34235209,34236275,34238775,34239502,34240016,	34193471,34217410,34220266,34226759,34230168,34231526,34234318,34235334,34236413,34238888,34239602,34240333,	0	Stambpl1	cmpl	cmpl	-1,-1,0,0,2,0,0,1,0,0,2,0,
105	NM_001360716	chr19	+	34192228	34240333	34220236	34240073	11	34192228,34220186,34226541,34230092,34231430,34233960,34235209,34236275,34238775,34239502,34240016,	34192595,34220266,34226759,34230168,34231526,34234318,34235334,34236413,34238888,34239602,34240333,	0	Stambpl1	cmpl	cmpl	-1,0,0,2,0,0,1,0,0,2,0,
124	NM_001168505	chr19	+	53944305	54033278	53987680	54031276	9	53944305,53987453,54003008,54017548,54026349,54027717,54029468,54029860,54031067,	53944402,53988383,54003146,54017679,54026538,54027840,54029606,54029978,54033278,	0	Shoc2	cmpl	cmpl	-1,0,1,1,0,0,0,0,1,
628	NM_001164481	chr19	-	5651184	5663707	5651415	5660980	18	5651184,5651635,5651905,5652044,5652260,5652454,5652654,5653998,5654546,5655257,5655687,5656153,5659333,5659595,5660313,5661595,5662587,5663603,	5651562,5651714,5651960,5652146,5652369,5652566,5652873,5654273,5655156,5655415,5655791,5656328,5659510,5659723,5661111,5661626,5662841,5663707,	0	Sipa1	cmpl	cmpl	0,2,1,1,0,2,2,0,2,0,1,0,0,1,0,-1,-1,-1,
919	NM_013806	chr19	+	43782307	43838218	43782403	43837557	32	43782307,43784182,43796451,43798060,43798406,43799089,43800536,43803642,43804935,43807009,43808649,43810470,43811115,43812430,43813189,43814687,43816796,43818013,43819354,43821618,43822006,43822974,43823337,43825834,43826583,43827880,43829811,43830410,43832044,43833864,43836583,43837427,	43782433,43784356,43796577,43798195,43798514,43799145,43800768,43803806,43805113,43807264,43808715,43810608,43811262,43812515,43813256,43814814,43816973,43818181,43819535,43821745,43822142,43823194,43823492,43825990,43826783,43828007,43829913,43830554,43832203,43834031,43836778,43838218,	0	Abcc2	cmpl	cmpl	0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,2,0,0,0,1,2,0,1,0,0,2,0,0,0,0,2,2,
126	NM_001142920	chr19	+	55741809	55933655	55742341	55931469	12	55741809,55742775,55743072,55755013,55817763,55908422,55910578,55912558,55917338,55918884,55919510,55931433,	55742530,55742842,55743197,55755082,55817865,55908555,55910669,55912645,55917479,55919044,55919618,55933655,	0	Tcf7l2	cmpl	cmpl	0,0,1,0,0,0,1,2,2,2,0,0,
125	NM_001360595	chr19	-	55298215	55316036	55298857	55314567	10	55298215,55302690,55303696,55304409,55308903,55309742,55311624,55313188,55314300,55315795,	55298888,55302836,55303738,55304577,55308957,55309904,55311784,55313280,55314772,55316036,	0	Zdhhc6	cmpl	cmpl	2,0,0,0,0,0,2,0,0,-1,
621	NM_001290122	chr19	-	4784292	4794009	4787368	4792809	4	4784292,4787360,4792397,4793815,	4785567,4788042,4792820,4794009,	0	Rbm4	cmpl	cmpl	-1,1,0,-1,
651	NR_028419	chr19	-	8772521	8774467	8774467	8774467	5	8772521,8773027,8773289,8773504,8774334,	8772834,8773106,8773424,8773622,8774467,	0	Tmem179b	unk	unk	-1,-1,-1,-1,-1,
941	NM_020577	chr19	+	46707457	46741095	46707535	46740568	11	46707457,46707755,46708069,46708967,46709546,46712220,46715188,46719888,46720313,46724903,46740460,	46707536,46707799,46708197,46709118,46709683,46712290,46715270,46720020,46720456,46725038,46741095,	0	As3mt	cmpl	cmpl	0,1,0,2,0,2,0,1,1,0,0,
99	NM_001360358	chr19	-	27761720	28009773	27768454	28009707	18	27761720,27770628,27786613,27793610,27800116,27802381,27806187,27806792,27813577,27815484,27826032,27830610,27837406,27849710,27867512,27900778,27982853,28009685,	27768693,27770671,27786767,27793819,27800266,27802479,27806342,27806908,27813690,27815606,27826152,27830792,27837481,27849969,27867610,27900903,27982946,28009773,	0	Rfx3	cmpl	cmpl	1,0,2,0,0,1,2,0,1,2,2,0,0,2,0,1,1,0,
99	NM_001360357	chr19	-	27761720	28009773	27768454	28009707	17	27761720,27770628,27786613,27793610,27800116,27802381,27806187,27806792,27813577,27815484,27826032,27830610,27837406,27849710,27867512,27900778,28009685,	27768693,27770671,27786767,27793819,27800266,27802479,27806342,27806908,27813690,27815606,27826152,27830792,27837481,27849969,27867610,27900903,28009773,	0	Rfx3	cmpl	cmpl	1,0,2,0,0,1,2,0,1,2,2,0,0,2,0,1,0,
938	NM_024192	chr19	-	46329811	46338660	46330687	46332691	10	46329811,46330919,46331051,46331289,46331545,46331756,46331912,46332617,46338312,46338568,	46330834,46330980,46331113,46331466,46331673,46331818,46332056,46332701,46338411,46338660,	0	Cuedc2	cmpl	cmpl	0,2,0,0,1,2,2,0,-1,-1,
670	NM_001374133	chr19	-	11214027	11232453	11215009	11230540	7	11214027,11215286,11216046,11224982,11225563,11230279,11232368,	11215117,11215397,11216163,11225039,11225701,11230548,11232453,	0	Ms4a12	cmpl	cmpl	0,0,0,0,0,0,-1,
94	NM_001035241	chr19	+	22139045	22995410	22139118	22988308	25	22139045,22697421,22698728,22711711,22715228,22732999,22766633,22793330,22856677,22883883,22885347,22889393,22897483,22897669,22901045,22901987,22904634,22910034,22914430,22918602,22925895,22978291,22978555,22982582,22986855,	22139301,22697501,22698933,22711925,22715353,22733171,22766808,22793454,22856750,22883984,22885482,22889444,22897519,22897810,22901335,22902216,22904802,22910175,22914559,22918854,22926070,22978442,22978755,22982715,22995410,	0	Trpm3	cmpl	cmpl	0,0,2,0,1,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,1,2,
83	NM_001370777	chr19	-	11139661	11165330	11141530	11163453	8	11139661,11141526,11142336,11146728,11159045,11163399,11164989,11165271,	11139806,11141638,11142453,11146785,11159195,11163491,11165050,11165330,	0	Ms4a19	cmpl	cmpl	-1,0,0,0,0,0,-1,-1,
950	NM_010362	chr19	+	47854972	47864788	47855088	47864450	6	47854972,47855214,47857858,47859431,47863378,47864296,	47855122,47855323,47858081,47859530,47863482,47864788,	0	Gsto1	cmpl	cmpl	0,1,2,0,0,2,
91	NM_001043354	chr19	-	18930608	19111196	18937879	19110558	10	18930608,18952157,18955041,18957226,18960408,18962024,18977580,18983341,18988030,19110551,	18938035,18952270,18955152,18957334,18960541,18962146,18977982,18983483,18988116,19111196,	0	Rorb	cmpl	cmpl	0,1,1,1,0,1,1,0,1,0,
666	NM_001361963	chr19	+	10688734	10714628	10711329	10713234	4	10688734,10706209,10711270,10712523,	10688979,10706308,10711353,10714628,	0	Vps37c	cmpl	cmpl	-1,-1,0,0,
615	NM_019449	chr19	+	3935185	3949340	3935193	3948942	11	3935185,3935761,3936268,3941519,3941884,3942348,3942693,3943528,3944022,3947006,3948627,	3935352,3935903,3936422,3941681,3942017,3942442,3942818,3943711,3944296,3947125,3949340,	0	Unc93b1	cmpl	cmpl	0,0,1,2,2,0,1,0,0,1,0,
1023	NR_040307	chr19	+	57509065	57512788	57512788	57512788	3	57509065,57510098,57511855,	57509172,57510399,57512788,	0	6720468P15Rik	unk	unk	-1,-1,-1,
